source_dp,source_dotted,source_label,kind,verb_or_field,target,target_label,confidence,rationale,warns
"3,3223",3.3.2.2.3,Sophisme du cellophane,crossLink,IsRelatedTo,3,Erreur mathématique,0.64,"It involves a misleading quantitative/economic assessment of market scope and market power, though not a simple calculation error.",
"3,3223",3.3.2.2.3,Sophisme du cellophane,crossLink,Mirrors,3.3.2.2.5,Phénomène de Rogers,0.52,"Both manipulate set boundaries to distort a quantitative indicator: market share here, averages in the Rogers phenomenon.",
"3,3223",3.3.2.2.3,Sophisme du cellophane,crossLink,Leverages,5,Abus de langage,0.6,The argument depends on stretching the verbal classification of the relevant market to include too many substitutes.,
"3,3223",3.3.2.2.3,Sophisme du cellophane,AIF_skosDirectRef,,VerbalClassification_Inference,,,skos:broadMatch,
"3,3223",3.3.2.2.3,Sophisme du cellophane,AIF_skosExceptionRef,,BiasedClassification_Conflict,,,skos:broadMatch,
"3,3224",3.3.2.2.4,Paradoxe de Russell,crossLink,IsRelatedTo,3.3.2.2,Appel au paradoxe,0.9,Le paradoxe de Russell est un cas paradigmatique de raisonnement paradoxal susceptible de brouiller l’analyse.,
"3,3224",3.3.2.2.4,Paradoxe de Russell,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.62,"Il met en scène une contradiction logique d’auto-appartenance, proche d’une incohérence de raisonnement lorsqu’il est utilisé fallacieusement.",
"3,3224",3.3.2.2.4,Paradoxe de Russell,AIF_skosDirectRef,,Logical_Conflict,,,skos:broadMatch,
"3,3224",3.3.2.2.4,Paradoxe de Russell,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"3,3225",3.3.2.2.5,Phénomène de Rogers,crossLink,Leverages,3,Erreur mathématique,0.88,The fallacy depends on a quantitative/statistical manipulation of averages across sets.,
"3,3225",3.3.2.2.5,Phénomène de Rogers,crossLink,Leverages,3.3.2.2,Appel au paradoxe,0.78,It presents a paradoxical-looking change in two group averages to confuse interpretation.,
"3,3225",3.3.2.2.5,Phénomène de Rogers,crossLink,IsRelatedTo,3.3.2.2.1,Énigme du dollar manquant,0.55,"Both involve misleading arithmetic aggregation, though one concerns sums and the other averages.",
"3,3225",3.3.2.2.5,Phénomène de Rogers,crossLink,Mirrors,3.3.2.2.3,Sophisme du cellophane,0.52,Both exploit boundary changes of a set to alter an aggregate evaluation misleadingly.,
"3,3225",3.3.2.2.5,Phénomène de Rogers,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:broadMatch,
"3,3225",3.3.2.2.5,Phénomène de Rogers,AIF_skosExceptionRef,,BiasedClassification_Conflict,,,skos:broadMatch,
"3,323",3.3.2.3,Erreur numérique,crossLink,IsRelatedTo,3.3.2,Erreur de calcul,0.9,L’erreur numérique est un cas particulier où une conclusion est faussée par un calcul ou une interprétation quantitative erronée.,bad_map:skos:relatedMatch
"3,323",3.3.2.3,Erreur numérique,crossLink,IsRelatedTo,3,Erreur mathématique,0.85,Elle relève plus largement des erreurs mathématiques fondées sur des inexactitudes quantitatives.,bad_map:skos:relatedMatch
"3,323",3.3.2.3,Erreur numérique,crossLink,IsRelatedTo,3.3.2.1,Double compte,0.55,"Le double compte est une forme spécifique d’erreur numérique ou de calcul, mais il n’épuise pas la catégorie.",bad_map:skos:relatedMatch
"3,323",3.3.2.3,Erreur numérique,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"3,323",3.3.2.3,Erreur numérique,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:relatedMatch,bad_map:skos:relatedMatch
"3,331",3.3.3.1,Sophisme mathématique,crossLink,Leverages,3.3.3,Opération inappropriée,0.9,Concealing a calculation error typically relies on using a mathematical operation that is invalid in the given situation.,
"3,331",3.3.3.1,Sophisme mathématique,crossLink,IsRelatedTo,3.3.3.1.1,Division par zéro,0.85,Hidden division by zero is a paradigmatic specific instance of a concealed mathematical error.,
"3,331",3.3.3.1,Sophisme mathématique,crossLink,IsRelatedTo,3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,0.85,A pseudo-proof that unequal numbers are equal is another specific form of masking a calculation error.,
"3,331",3.3.3.1,Sophisme mathématique,crossLink,Leverages,3,Erreur mathématique,0.8,The fallacy works by exploiting a quantitative or mathematical inaccuracy in the reasoning.,
"3,331",3.3.3.1,Sophisme mathématique,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"3,331",3.3.3.1,Sophisme mathématique,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"3,3311",3.3.3.1.1,Division par zéro,crossLink,Allows,3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,0.88,A hidden division by zero is a common invalid step that enables spurious proofs that distinct numbers are equal.,
"3,3311",3.3.3.1.1,Division par zéro,crossLink,IsRelatedTo,3.3.3.1,Sophisme mathématique,0.95,Division by zero is a specific mathematical sophism based on concealing an invalid calculation step.,
"3,3311",3.3.3.1.1,Division par zéro,crossLink,IsRelatedTo,3,Erreur mathématique,0.9,The fallacy is a quantitative/mathematical error rather than primarily rhetorical or linguistic.,
"3,3311",3.3.3.1.1,Division par zéro,AIF_skosDirectRef,,Deductive_Inference,,,skos:closeMatch,
"3,3311",3.3.3.1.1,Division par zéro,AIF_skosExceptionRef,,Logical_Conflict,,,skos:closeMatch,
"3,3311",3.3.3.1.1,Division par zéro,AIF_skosExceptionRef,,PropertyNotExistant_Conflict,,,skos:closeMatch,
"3,3312",3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,crossLink,IsRelatedTo,3.3.3.1,Sophisme mathématique,0.95,This is a specific case of a mathematical fallacy involving a hidden calculation error.,
"3,3312",3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,crossLink,Leverages,3,Erreur mathématique,0.85,The false equality depends on a quantitative or computational inaccuracy.,
"3,3312",3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,crossLink,Leverages,3.3.3.1.1,Division par zéro,0.55,"Some pseudo-proofs of equality specifically hide a division by zero, though this source node is broader.",
"3,3312",3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.6,A concealed invalid calculation also makes the overall reasoning incoherent.,
"3,3312",3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"3,3312",3.3.3.1.2,Pseudo démonstration d'égalité entre nombres,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"3,332",3.3.3.2,Détournement de symbole,crossLink,Leverages,5,Abus de langage,0.9,The fallacy works by exploiting a linguistic or notational ambiguity in the meaning assigned to a symbol.,
"3,332",3.3.3.2,Détournement de symbole,crossLink,Leverages,2,Influence,0.78,The altered symbol meaning is used as a persuasive manipulation rather than as a transparent argument.,
"3,332",3.3.3.2,Détournement de symbole,crossLink,IsRelatedTo,3,Erreur mathématique,0.7,"Although primarily semantic, the deception concerns mathematical notation and can produce quantitative misunderstanding.",
"3,332",3.3.3.2,Détournement de symbole,crossLink,IsRelatedTo,3.3.3,Opération inappropriée,0.68,Misusing an established mathematical symbol is a specific way of applying mathematical reasoning or notation inappropriately.,
"3,332",3.3.3.2,Détournement de symbole,AIF_skosDirectRef,,ArbitraryVerbalClassification_Inference,,,skos:broadMatch,
"3,332",3.3.3.2,Détournement de symbole,AIF_skosDirectRef,,VagueVerbalClassification_Inference,,,skos:broadMatch,
"3,333",3.3.3.3,Pseudo-science,crossLink,Leverages,3.3.3,Opération inappropriée,0.82,Pseudo-science often relies on an inappropriate scientific or mathematical-looking operation to make an unsupported claim appear valid.,
"3,333",3.3.3.3,Pseudo-science,crossLink,Leverages,1,Insuffisance,0.74,Presenting unfounded theories as facts is a paradigmatic case of insufficient support for the conclusion.,
"3,333",3.3.3.3,Pseudo-science,crossLink,Leverages,2,Influence,0.55,Pseudo-scientific framing can persuade by exploiting the audience’s trust in science rather than by providing adequate evidence.,
"3,333",3.3.3.3,Pseudo-science,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.52,The move commonly involves defective inference from weak or irrelevant premises to a strong scientific-looking conclusion.,
"3,333",3.3.3.3,Pseudo-science,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"3,333",3.3.3.3,Pseudo-science,AIF_skosDirectRef,,ExpertOpinion_Inference,,,skos:broadMatch,
"3,333",3.3.3.3,Pseudo-science,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"4,1111",4.1.1.1.1,Cercle cartésien,crossLink,Leverages,4.1.1.1,Argument circulaire,0.95,Le cercle cartésien est un cas particulier de raisonnement circulaire où la prémisse présuppose déjà la conclusion.,
"4,1111",4.1.1.1.1,Cercle cartésien,crossLink,IsRelatedTo,1,Insuffisance,0.62,"L’argument est insuffisant comme preuve indépendante, puisque la prémisse ne fonde pas réellement la conclusion.",
"4,1111",4.1.1.1.1,Cercle cartésien,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.7,La circularité constitue une erreur de raisonnement plutôt qu’une preuve cohérente.,
"4,1111",4.1.1.1.1,Cercle cartésien,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"4,1111",4.1.1.1.1,Cercle cartésien,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:broadMatch,
"4,112",4.1.1.2,Question piège,crossLink,Leverages,4.1.1,Pétition de principe,0.9,A loaded question is a dialogical form of begging the question: it embeds the disputed premise as if already accepted.,
"4,112",4.1.1.2,Question piège,crossLink,IsRelatedTo,4.1.1.5,Soutien infondé,0.68,"Both rely on treating an unproven matter as established, though the loaded question does so through presupposition rather than explanation.",
"4,112",4.1.1.2,Question piège,crossLink,Leverages,5,Abus de langage,0.62,The fallacy often exploits linguistic presupposition and question wording to smuggle in a contested premise.,
"4,112",4.1.1.2,Question piège,crossLink,Allows,7,Obstruction,0.55,"By forcing the respondent to accept or reject a presupposed charge, it can derail the expected course of rational discussion.",
"4,112",4.1.1.2,Question piège,AIF_skosDirectRef,,Dialogue_Scheme,,,skos:broadMatch,
"4,112",4.1.1.2,Question piège,AIF_skosDirectRef,,PresumptiveInference_Scheme,,,skos:broadMatch,
"4,112",4.1.1.2,Question piège,AIF_skosExceptionRef,,Commitment_Conflict,,,skos:broadMatch,
"4,113",4.1.1.3,Conclusion excessive,crossLink,IsRelatedTo,1,Insuffisance,0.82,An irrelevant or excessive conclusion leaves the actual thesis insufficiently supported.,
"4,113",4.1.1.3,Conclusion excessive,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.7,Proving a different point is a general defect in reasoning rather than in evidence alone.,
"4,113",4.1.1.3,Conclusion excessive,crossLink,Allows,7,Obstruction,0.45,"Shifting to an off-topic conclusion can derail the expected course of discussion, though this is not always intentional.",
"4,113",4.1.1.3,Conclusion excessive,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"4,113",4.1.1.3,Conclusion excessive,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:broadMatch,
"4,114",4.1.1.4,Pétition de principe analogique,crossLink,IsRelatedTo,4.1.1,Pétition de principe,0.96,It is a specific analogical form of begging the question: the analogy presupposes the conclusion to be proved.,
"4,114",4.1.1.4,Pétition de principe analogique,crossLink,Leverages,4.1.1.1,Argument circulaire,0.78,"It often works by circularity, smuggling the disputed conclusion into the claimed similarity between cases.",
"4,114",4.1.1.4,Pétition de principe analogique,crossLink,IsRelatedTo,1,Insuffisance,0.58,The analogy provides insufficient support when the relevant similarity is precisely what is at issue.,
"4,114",4.1.1.4,Pétition de principe analogique,AIF_skosDirectRef,,Analogy_Inference,,,skos:broadMatch,
"4,114",4.1.1.4,Pétition de principe analogique,AIF_skosExceptionRef,,DifferencesUndermineSimilarity_Conflict,,,skos:broadMatch,
"4,115",4.1.1.5,Soutien infondé,crossLink,Mirrors,4.1.1.2,Question piège,0.86,"Both smuggle in an unproven or controversial presupposition; one does so in a question, the other in an explanation.",
"4,115",4.1.1.5,Soutien infondé,crossLink,Leverages,4.1.1,Pétition de principe,0.74,The explanation can function by assuming as already established the very phenomenon that would first need proof.,
"4,115",4.1.1.5,Soutien infondé,crossLink,IsRelatedTo,1,Insuffisance,0.67,The defect is partly evidential: the argument lacks sufficient support for the existence of the phenomenon being explained.,
"4,115",4.1.1.5,Soutien infondé,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.6,It is a reasoning error because the explanatory inference is built on an unestablished explanandum.,
"4,115",4.1.1.5,Soutien infondé,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"4,115",4.1.1.5,Soutien infondé,AIF_skosExceptionRef,,PropertyNotExistant_Conflict,,,skos:broadMatch,
"4,116",4.1.1.6,Pente glissante,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.86,La pente glissante est classiquement une erreur de raisonnement fondée sur une chaîne causale spéculative.,
"4,116",4.1.1.6,Pente glissante,crossLink,Leverages,1,Insuffisance,0.72,Elle rejette une proposition avec des prémisses insuffisantes pour établir que la séquence négative se produira.,
"4,116",4.1.1.6,Pente glissante,crossLink,Mirrors,4.1.1.3,Conclusion excessive,0.55,"Elle tend à produire une conclusion excessive par rapport aux éléments effectivement établis, bien que le mécanisme spécifique soit causal.",
"4,116",4.1.1.6,Pente glissante,AIF_skosDirectRef,,CausalSlipperySlope_Inference,,,skos:closeMatch,
"4,116",4.1.1.6,Pente glissante,AIF_skosDirectRef,,NegativeConsequences_Inference,,,skos:closeMatch,
"4,116",4.1.1.6,Pente glissante,AIF_skosExceptionRef,,RequiredSteps_Conflict,,,skos:closeMatch,
"4,117",4.1.1.7,Avoir toujours raison,crossLink,Leverages,4.1.1,Pétition de principe,0.62,The need to prove one is right often operates by presupposing the correctness of the very position at issue.,
"4,117",4.1.1.7,Avoir toujours raison,crossLink,Allows,4.1.1.1,Argument circulaire,0.5,A fixed commitment to being right can create pressure toward circular justifications that merely restate the disputed conclusion.,
"4,117",4.1.1.7,Avoir toujours raison,crossLink,IsRelatedTo,7,Obstruction,0.45,"Treating the dialogue as something to win rather than resolve can obstruct rational discussion, though obstruction is not inherent.",
"4,117",4.1.1.7,Avoir toujours raison,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"4,117",4.1.1.7,Avoir toujours raison,AIF_skosExceptionRef,,Commitment_Conflict,,,skos:broadMatch,
"4,1211",4.1.2.1.1,Sophisme de Van Gogh,crossLink,Leverages,1,Insuffisance,0.78,The fallacy rests on an analogy that is too weak to sufficiently establish the predicted outcome.,
"4,1211",4.1.2.1.1,Sophisme de Van Gogh,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.72,It is a reasoning error because similarity between cases is treated as enough to guarantee the same result.,
"4,1211",4.1.2.1.1,Sophisme de Van Gogh,crossLink,IsRelatedTo,4.1.2.1,Affirmation du conséquent,0.45,"Both involve overconfident inference from observed outcomes, but the Van Gogh fallacy is primarily a bad analogy rather than a strict affirmation of the consequent.",
"4,1211",4.1.2.1.1,Sophisme de Van Gogh,AIF_skosDirectRef,,Analogy_Inference,,,skos:closeMatch,
"4,1211",4.1.2.1.1,Sophisme de Van Gogh,AIF_skosExceptionRef,,DifferencesUndermineSimilarity_Conflict,,,skos:closeMatch,
"4,1211",4.1.2.1.1,Sophisme de Van Gogh,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:closeMatch,
"4,122",4.1.2.2,Confusion des conditions,crossLink,Mirrors,4.1.2.1,Affirmation du conséquent,0.86,Affirming the consequent is the classic conditional form of treating a necessary condition as if it were sufficient.,
"4,122",4.1.2.2,Confusion des conditions,crossLink,IsRelatedTo,4.1.2,Inversion de causalité,0.62,"Confusing necessary and sufficient conditions can involve a reversal of explanatory direction, though it is broader than causal inversion.",
"4,122",4.1.2.2,Confusion des conditions,crossLink,IsRelatedTo,1,Insuffisance,0.55,"A necessary condition alone is insufficient to establish the conclusion, so the error often manifests as evidential insufficiency.",
"4,122",4.1.2.2,Confusion des conditions,AIF_skosDirectRef,,Deductive_Inference,,,skos:broadMatch,
"4,122",4.1.2.2,Confusion des conditions,AIF_skosExceptionRef,,RequiredSteps_Conflict,,,skos:broadMatch,
"4,1221",4.1.2.2.1,Sophisme de Spider-Man,crossLink,Leverages,4.1.2.2,Confusion des conditions,0.82,"It treats one verified element as sufficient for the truth of the whole narrative, confusing evidential compatibility with sufficiency.",
