PK,path,decimal_path,depth,Famille,Sous-Famille,Sous-sous-famille,état,carte,niveau,nom_vulgarisé,text_fr,LTfr,Simple_name_en,text_en,LTen,link_fr,link_en,desc_fr,Lfr115,example_fr,Lxfr145,desc_en,Len115,example_en,Lxen145,Simple_name_Farsi,Text_Farsi,LTFarsi,link_Farsi,Description_Farsi,Len115,Example_Farsi,Lxen145,Remarques,latin,exemple politique,political_example_en,proverbe,+liens transverses,type lien transverse,shape,image,svg_color,svg_illustration
553,3.3.1.2.1.1,"3,31211",6,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Tactique de l'incertitude,25,,Uncertainty tactic,18,,http://rationalwiki.org/wiki/Uncertainty_tactic,"Vous énoncez des critiques à l'encontre d'une thèse consensuelle afin de mettre celle-ci sur un pied d'égalité avec votre proposition, difficilement défendable.",160,"Bien qu'il soit établit que le goudron de la cigarette soit cancérigène, n'importe qui inhale tant de particules fines cancérigènes dans la rue. Donc la cigarette n'est pas cancérigène.  ",187,Contradicting the consensus on well-established facts to show the reality as uncertain and defend spurious hypotheses,117,,,,,0,,,0,,,,,,,,,,circle,,,
554,3.3.1.2.2,"3,3122",5,"Erreur
mathématique","Résultat
invalide",Imprécision,Jesse OK,2,1,,Juste milieu,12,,Golden mean fallacy,19,https://yourlogicalfallacyis.com/fr/le-juste-milieu,https://en.wikipedia.org/wiki/Argument_to_moderation,"Face à deux positions antagonistes, vous affirmez que la solution réside dans le compromis.",91,Tu préfères le lundi et moi le mercredi ? Coupons la poire en deux et voyons-nous donc mardi !,94,Asserting that the truth must be found as a compromise between two opposite positions.,86,You prefer Monday and I Wednesday: let's meetup on Tuesday.,59,,,0,,,0,,0,,ad temperantiam,,,,,,circle,,,
555,3.3.1.2.2.1,"3,31221",6,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Design par comité,17,,Design by committe,18,,https://en.wikipedia.org/wiki/Design_by_committee,"Votre proposition, élaborée avec plusieurs autres personnes, manque de cohérence du fait d'un déficit d'autorité susceptible d'unifier les idées des uns et des autres.",167,Il suffit de nommer une commission théodule pour nous débarrasser du sujet. ,76,,0,,,,,0,,,0,,,,,,,a camel is a horse designed by committee,,,circle,,,
556,3.3.1.2.3,"3,3123",5,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Appel au coup de projecteur,27,,,0,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/165/Spotlight-Fallacy,Vous considérez que ce qui est dit d'un sujet dans les médias est nécessairement exact.,87,"Tu as vu tous ces reportages sur les jeunes délinquants de banlieue ? La prochaine fois que j'en vois un, je sais quoi faire. ",126,Assuming that the media coverage of a certain class or category is representative of the class or category in whole.,116,,,,,0,,,0,,,,,,,,,,circle,,,
557,3.3.1.2.4,"3,3124",5,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Sophisme de la vitre cassée,27,,Broken window fallacy,21,https://fr.wikipedia.org/wiki/Sophisme_de_la_vitre_cassée,,Vous prétendez que la destruction d'un bien enrichit la société du fait de l'activité économique engendrée par l'événement en question.,135,Le gouvernement durcit la loi et offre des primes à la casse pour les vieilles voitures pourtant encore viables.,112,Arguing that destroying things to rebuild them anew enriches society as a whole.,80,,,,,0,,,0,,,,,,,,,,circle,,,
558,3.3.1.3,"3,313",4,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Appel aux extrêmes,18,,Appeal to extremes,18,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/30/Appeal-to-Extremes,"Afin de dénigrer un argument raisonnable, vous le développez au-delà de toute mesure, jusqu'à l'absurde.",104,"Ils disent que le sport est bon pour la santé, mais à raison d'un marathon par jour on se détruit à coup sûr. ",110,"Erroneously attempting to make a reasonable argument into an absurd one, by taking the argument to the extremes.",112,,,,,0,,,0,,,,,,,,,,circle,,,
559,3.3.1.3.1,"3,3131",5,"Erreur
mathématique","Résultat
invalide",Imprécision,Jesse OK,1,1,,"Pente
glissante",15,,Slippery slope,14,https://fr.wikipedia.org/wiki/Pente_savonneuse,https://en.wikipedia.org/wiki/Slippery_slope,Vous attribuez à un événement anodin la valeur de déclencheur inévitable d'une série de réactions aboutissant à une conclusion catastrophique.,142,"Si nous le laissons se resservir de ce plat, il prendra l'habitude de manger à l'excès et deviendra obèse.",106,Conjuring up a chain of events culminating in a significant negative effect.,76,"If you let him have another piece, he'll get used to eating too much and end up obese.",86,,,0,,,0,,0,liens t causale et sémantique,,,,Qui vole un oeuf vole un boeuf.,5.3.2.1.2 4.1.1.6,,circle,homme qui glisse,,
560,3.3.1.3.2,"3,3132",5,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Appel à l'abus censeur,22,,,0,https://www.eyrolles.com/Chapitres/9782708135291/chapA_Grigorieff.pdf,,Vous prétendez qu'il convient d'interdire un usage sous prétexte que certains individus s'y adonnent sans modération.,117,"Oui, j'ai salarié ma femme et mes enfants, je vois pas pourquoi il faudrait une loi pour l'interdire.XXXpour interdire le salariat?",131,,0,,,,,0,,,0,,,"J'ai inversé la tendance première (Abusus non tollit usum), car il me semble que l'argument fallacieux est plus l'inverse de la maxime latine... Stéphanie",,,,,,,circle,,,
561,3.3.1.3.3,"3,3133",5,"Erreur
mathématique","Résultat
invalide",Imprécision,Jesse OK,2,,,Hypothèse non plausible,23,,Least Plausible Hypothesis,26,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/117/Least_Plausible_Hypothesis,"Entre plusieurs explications, vous choisissez la plus improbable.",65,Il doit vraiment avoir une dent contre moi pour m'avoir attribué une si mauvaise note.,86,Choosing less plausible explanations over more likely ones.,59,He graded my essay very poorly. That's because he hates me.,59,,,0,,,0,,0,liens t  XXXX la même que 1.1.2.3.1 hypothèse farfelue? principe de parcimonie. ad hoc sauvetage.,,,,,"1.1.2.3.1
1.1.2
1.3.3
",,circle,,,
562,3.3.1.3.4,"3,3134",5,"Erreur
mathématique","Résultat
invalide",Imprécision,,,,,Défilé des horreurs,19,,Parade of horribles,19,,https://en.wikipedia.org/wiki/Parade_of_horribles,Vous listez les catastrophes qui pourraient résulter d'une action afin de détourner votre auditoire de cette dernière.,118,"Mais la dernière chose que nous souhaitons est une alliance forte avec l'Allemagne, car nous y serions asphyxié. ",113,listing a number of extremely undesirable events which will ostensibly result from the action.,94,,,,,0,,,0,,,,,,,,,,circle,,,
563,3.3.2,"3,32",3,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,ok,2,,,Erreur de calcul,16,,Erroneous calculation,21,,,Vos conclusions reposent sur une faute d'arithmétique.,54,"Sachant qu'un croissant coûte un euro et cinquante centimes, avec dix euros tu peux largement en acheter huit.",110,"Making errors in the calculation from which conclusions are drawn.
",67,"Take these 10 pounds and go buy us 8 muffins, they are 1.50 each.",65,,,0,,,0,,0,,,,,,,,circle,,,
564,3.3.2.1,"3,321",4,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Double compte,13,,Double counting,15,,https://en.wikipedia.org/wiki/Double_counting_(fallacy),Votre raisonnement repose sur un calcul de probabilités faussé par le fait que vous avez pris deux fois en considération un même événement dans vos prévisons.,158,"J'ai une chance sur six de tirer un 5, puis encore une chance sur six de retirer un 5, ce qui fait 1/6+1/6 = 12/36. Or la probabilité de tirer au moins une fois un 5 sur deux coups est en fait de 11/36 puisqu'il fallait inclure la possibilité de tirer un double 5. ",265,"Counting a solution  too many times, resulting in an erroneous 
number of events or occurrences and a sum of probabilities for all possible 
outcomes higher than 1.",164,,,,,0,,,0,,,,,,,,,,circle,,,
565,3.3.2.2,"3,322",4,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,A terminer Jesse.,,,,Appel au paradoxe,17,,Paradoxe,8,,https://en.wikipedia.org/wiki/List_of_paradoxes,"Afin de troubler votre auditoire, vous fondez votre argumentation sur des propositionss qui semblent défier la logique.",119,C'est en choisissant qu'on accède à l'éternité.,47,Using paradoxical reasoning to argue in an irrational manner.,61,,,,,0,,,0,,,,,,,,,,circle,cube de eischer,,
566,3.3.2.2.1,"3,3221",5,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Appel à l'énigme du dollar manquant,35,,Missing dollar riddle,21,https://fr.wikipedia.org/wiki/Énigme_du_dollar_manquant,,"Afin de troubler votre auditoire, vous additionnez indûment plusieurs sous-parties d'un ensemble dans le cadre d'un problème mathématique et induisez ainsi dans le résultat final une différence apparemment inexplicable entre la somme totale de départ et la somme totale d'arrivée.",280,"Trois amis sont au restaurant. Venue la fin du repas, le serveur leur apporte l'addition de 30 dollars. Chacun donne alors 10 dollars. Le serveur ramène l'argent au patron du restaurant, qui constate une erreur dans l'addition. Le repas coûtait en fait 25 dollars. Les trois amis ont donc payé 5 dollars de trop. Le patron donne donc 5 pièces de 1 dollar au serveur pour qu'il les rende aux clients. Mais le serveur, voulant se faire un peu plus d'argent, ne rend que 3 dollars aux convives (1 dollar à chaque client), et garde les 2 autres pour lui.  Problème : chaque convive a donc payé 9 dollars, pour un total de 27 dollars, et le serveur en a empoché 2. Mais 27 et 2 font 29 et non 30. Où est le dollar manquant ?",719,"Computing absurd addition to expose differences that challenge rational calculus. 
",83,"3 frinds pay 30 dollars instead of 25. Owner tells the waiter to give them 5 dollars back but the latter only gives 3 back and keeps 2. The friends have thus paid 3*9 = 27. Adding the 2 dollars of the waiter, we reach 29. Why not 30?",,,,0,,,0,,,,,,,,,,circle,,,
567,3.3.2.2.2,"3,3222",5,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Appel au paradoxe des deux enveloppes,37,,Two enveloppes,14,https://fr.wikipedia.org/wiki/Paradoxe_des_deux_enveloppes,https://en.wikipedia.org/wiki/Two_envelopes_problem,"Afin d'influer sur un choix de votre interlocuteur, vous combinez à mauvais escient des calculs de probabilités portant sur des phénomènes distincts.",149,,0,"Mixing up probabilities computed for different experiences.
",60,"Given two envelopes, each containing money, one twice as much as the other. You may
 pick one envelope and keep the money it contains. Having chosen an 
envelope at will, you are given the chance to switch envelopes. Should you switch because because you stand to gain twice as much money if you switch while risking only a loss of half of what you currently have? ",,,,0,,,0,,,,,,,,,,circle,,,
568,3.3.2.2.3,"3,3223",5,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Appel au sophisme du cellophane,31,,Cellophane paradox,18,,https://en.wikipedia.org/wiki/Cellophane_paradox,"Afin de réfuter une accusation de monopole dans le monde de l'entreprise, vous déclarez que le marché pertinent pour la société suspectée est plus vaste que le marché envisagé ; ainsi, le monopole ne pourra jamais être qualifié.",228,,0,Mistaking a monopolist's inability to raise price above the current price for an inability to have already raised price significantly above the competitive price.,162,,,,,0,,,0,,,"Cet argument est trop spécifique, c'est plus un exemple?",,,,,,,circle,,,
569,3.3.2.2.4,"3,3224",5,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Appel au paradoxe de Russell,28,,Russel's paradox,16,,http://rationalwiki.org/wiki/Russell%27s_paradox,"Afin de troubler votre auditoire, vous invoquez la double injonction selon laquelle l'ensemble de tous les ensembles qui ne se contiennent pas eux-mêmes est inclu dans lui-même sans pouvoir l'être.",197,"Un barbier qui ne rase que ceux qui ne se rasent pas eux-mêmes, se rase-t-il lui-même ?",87,Using the paradox according to which the set of all sets not included in themselves is included in itself without being included in itself.,139,"A barber only shaves people who don't shave themselves. If he shaves himself, he can't shave himself.",,,,0,,,0,,,,,,,,,,circle,,,
570,3.3.2.2.5,"3,3225",5,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Appel au phénomène de Rogers,28,,,0,https://fr.wikipedia.org/wiki/Phénomène_de_Rogers,,"Afin de troubler votre interlocuteur, vous faites passer un élément numérique d'un ensemble à un autre afin de modifier la moyenne de chacun des deux ensembles.  ",162,"Soit deux ensembles A et B :  A = {5, 6, 7, 8, 9} B = {1, 2, 3, 4} La moyenne de A est 7, et la moyenne de B est 2,5. Si on déplace le 5 de A vers B, on a alors :  A = {6, 7, 8, 9} B = {1, 2, 3, 4, 5} La nouvelle moyenne de A est 7,5, celle de B est 3. En déplaçant un élément, on a augmenté la moyenne de chacun des deux ensembles.",332,,0,,,,,0,,,0,,,XXXX OUI et alors où est la fallacie? Excellente question !!! Stéphanie,,,,,,,circle,,,
571,3.3.2.3,"3,323",4,"Erreur
mathématique","Résultat
invalide",Erreur de calcul,,,,,Erreur numérique,16,,Numerical error,15,https://en.wikipedia.org/wiki/Numerical_error,,Votre raisonnement repose sur des données chiffrées inexactes ou imprécises.,76,"A la louche, il y en a pour 25 000 euro, ce n'est pas tant que ça. ",67,"Since there are 10 times more Americans as Europeans, their importance in the film industry is statistically normal.",116,Arguing on the basis of imprecise or erroneous numerical data.,,,,0,,,0,,,,,,,,,,circle,,,
572,3.3.3,"3,33",3,"Erreur
mathématique","Résultat
invalide",Opération inappropriée,ok,2,,,Opération inappropriée,22,,"Wrong reasoning
",16,,,Vous usez de raisonnements scientifiques à mauvais escient.,59,"Dans la fable de La Fontaine, chaque fois que le lièvre avance, la tortue avance aussi, empêchant ainsi le lièvre de combler son retard.",136,Using invalid mathematical reasoning.,37,"The quickest runner can never overtake the slowest. The pursuer must first reach the point whence the pursued started, so the slowest always holds a lead.",154,,,0,,,0,,0,,,,,,,,circle,,,
573,3.3.3.1,"3,331",4,"Erreur
mathématique","Résultat
invalide",Opération inappropriée,,,,,Sophisme mathématique,21,,Mathematical fallacy,20,,https://en.wikipedia.org/wiki/Mathematical_fallacy,Vous faussez à dessein votre conclusion en dissimulant une erreur d'arithmétique ou de géométrie dans votre raisonnement.,121,,0,Concealing a mathematical error that would invalidate a proof you are exposing.,79,,,,,0,,,0,,,,,,,,,,circle,,,
574,3.3.3.1.1,"3,3311",5,"Erreur
mathématique","Résultat
invalide",Opération inappropriée,,,,,Division par zéro,17,,Division by zero,16,,http://mathworld.wolfram.com/Fallacy.html,Vous faussez à dessein votre conclusion en dissimulant dans votre raisonnement un quotient dont le dénominateur est nul.,120,2=1,3,Using an argument that involves a concealed diviision by zero,61,,,,,0,,,0,,,,,,,,,,circle,,,
